audio,text,Pilot Reply,Message Label
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_046.wav,good morning lufthansa four three five six squawk two seven one two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_086.wav,sabena seven eight one six contact rhein control one two zero decimal nine two bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_231.wav,lufthansa eight two two one fly heading of one one zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_212.wav,<OT> yeah just kill him because we can't see him on the radar anyhow </OT> ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_119.wav,speedway three four six nine descend flight level two seven zero ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_095.wav,lufthansa four three nine three good morning radar contact maintain flight level three three zero call you with direct ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_217.wav,india yankee juliett resume own navigation albix canne ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_203.wav,india yankee juliett ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_013.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_287.wav,that's correct further contact milan one three four five two bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_131.wav,thank you ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_062.wav,foxtrot sierra india left turn ten degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_092.wav,lufthansa correction airfrans one five five four descend now flight level two nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_108.wav,thank you ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_094.wav,aero lloyd five one seven good morning radar contact maintain flight level three one zero proceed via willisau trasadingen and then karlsruhe ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_132.wav,lufthansa four three nine three descend flight level two nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_277.wav,alitalia four eight five descend flight level two seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_052.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_141.wav,airfrans three two six one geneva one three three one five ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_067.wav,air berlin five zero eight one good morning radar contact proceed trasadingen st prex ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_246.wav,alitalia one one nine continue heading until advised ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_155.wav,jet set four four two good morning radar contact turn right by one five degrees and descend flight level three three zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_020.wav,good morning scandinavian six eight six squawk two seven zero four ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_110.wav,foxtrot sierra india direct canne descend flight level two five zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_061.wav,lufthansa five three one eight contact milan one three four decimal five two bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_261.wav,aero lloyd five zero nine correction aero lloyd five nine zero contact milan one three four five two bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_205.wav,airfrans six seven three four direct zurich east fusse ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_064.wav,transavia three eight one contact milan one three four five two bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_140.wav,air berlin five zero eight one contact now geneva one three three one five ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_187.wav,alitalia two nine two your distance from canne ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_164.wav,swissair four eight eight contact rhein control on ah one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_259.wav,thank you ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_112.wav,airfrans three five six good morning squawk seven five three six ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_254.wav,lufthansa four six five two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_262.wav,alitalia four zero one own navigation canne ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_039.wav,good morning lufthansa four seven two three radar contact call you back with lower route via zurich east fusse ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_082.wav,airfrans one five five four ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_038.wav,blue five seven two set course direct canne ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_097.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_075.wav,two one zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_118.wav,transwede one eight seven good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_222.wav,lufthansa eight two two one roger descend flight level three one zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_237.wav,lufthansa eight two two one own navigation fusse ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_180.wav,roger ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_138.wav,swissair four eight eight turn right heading zero seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_257.wav,lufthansa four five seven five contact rhein control one three two decimal four bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_196.wav,united six nine stop your descent at level three one zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_126.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_201.wav,airfrans six seven three four direct fusse ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_149.wav,lufthansa triple five zero descend flight level two five zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_047.wav,sabena seven eight one six radar contact proceed trasadingen karlsruhe ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_019.wav,good morning swissair six five two zero radar contact continue climb flight level three one zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_223.wav,transwede one zero seven geneva one three three one five bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_289.wav,turkish nine two five contact reims one three four four bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_263.wav,alitalia one one nine own navigation canne ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_159.wav,foxtrot oscar lima contact milan one three four five two ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_125.wav,jetcom three one three three contact now milan one three four five two bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_204.wav,thank you very much india yankee juliett turn right by one five degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_265.wav,good morning lauda six eight six nine radar contact descend flight level three three zero on radar heading of zero nine zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_210.wav,india yankee juliett descend flight level two five zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_153.wav,swissair four eight eight direct tango ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_146.wav,airfrans six seven three four good morning radar contact maintain flight level three three zero trasadingen i'll call you back with further routing ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_008.wav,good morning lufthansa five two eight two radar contact continue climb flight level two nine zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_129.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_101.wav,condor one zero four radar contact climb flight level three one zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_248.wav,lufthansa four six five two contact geneva one three four decimal correction one three three one five ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_258.wav,alitalia one one nine descend flight level two five zero rate ah two thousand until two seven zero descending ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_206.wav,okay ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_232.wav,lufthansa eight two two one descend flight level two nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_070.wav,air inter three two zero papa hotel ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_093.wav,good morning swissair six five five two radar contact maintain for the time two eight zero direct zurich east fusse ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_226.wav,airfrans six seven three four contact milan one three four five two bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_022.wav,scandinavian six eight six radar contact climb flight level three three zero proceed via ageri zurich east tango ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_005.wav,<OT> well since we're having a break [HNOISE] </OT> ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_080.wav,hapag lloyd six five three further climb contact radar on one three three decimal four bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_136.wav,lufthansa triple five zero turn right heading of ah two seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_127.wav,saudia three four one good morning maintain flight level three three zero got radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_048.wav,good morning aero lloyd five six zero radar contact maintain flight level three three zero your heading ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_051.wav,roger one three four five two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_063.wav,jetcom one three three good morning radar contact continue to climb flight level three three zero route via zurich east fusse ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_151.wav,sabena eight two six alfa radar contact climb flight level three one zero expedite your climb ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_128.wav,~u ~s air one four roger radar contact i'll call you back with lower ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_057.wav,good morning foxtrot sierra india radar contact maintain flight level two nine zero proceed via trasadingen canne ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_078.wav,aero lloyd five six zero turn left ten degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_285.wav,hamburg air two five zero zero good morning radar contact maintain two nine zero trasadingen st prex ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_034.wav,austrian two two contact milan one three four decimal five two bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_173.wav,alitalia two nine two roger good morning squawk two seven six one ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_026.wav,thanks ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_181.wav,alitalia two nine two confirm squawking two seven six one ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_169.wav,alright please milan one three four five two bye bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_202.wav,lufthansa four six five two good morning radar contact maintain two nine zero trasadingen st prex ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_238.wav,alitalia one one seven milan one three four five two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_271.wav,austrian four one two heading zero nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_165.wav,~u ~s air one four contact munich one three four five two ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_076.wav,hamburg air two five four six good morning radar contact climb flight level two nine zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_085.wav,aero lloyd five six zero further left by ten degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_213.wav,<OT> yes please </OT> ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_103.wav,break condor one zero four good morn= ah climb to flight level three five zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_158.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_054.wav,lufthansa four three five six radar contact maintain three one zero proceed via trasadingen hochwald morok ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_216.wav,transwede one zero seven own navigation st prex ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_032.wav,<OT> hm yeah almost the same </OT> ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_025.wav,<OT> what about now </OT> ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_102.wav,@aviva nine zero eight one roger radar contact i'll call you back with further descent ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_286.wav,lauda six eight six nine descend flight level two nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_154.wav,aero lloyd five one seven contact rhein control on frequency one two zero nine two bye bye ,"Switching to the mentioned frequency, thank you.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_111.wav,foxtrot oscar lima good morning radar contact maintain flight level two nine zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_087.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_114.wav,swissair four eight eight good morning radar contact call you back with higher ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_113.wav,airfrans one five five four descend flight level two seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_116.wav,swissair six five five two i'm sorry climb level two nine zero instead ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_077.wav,st prex ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_133.wav,transwede one zero seven continue present heading until advised ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_214.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_071.wav,air inter three two zero papa hotel climb flight level three one zero and squawk two seven one two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_278.wav,lauda six eight six nine direct fusse ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_015.wav,delta kilo golf contact radar one three three decimal four bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_012.wav,<OT> alright thanks </OT> ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_030.wav,~t ~w ~a eight eight one good morning radar contact maintain flight level two three three zero proceed via trasadingen zurich east fusse ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_221.wav,lufthansa eight two two one your heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_021.wav,lufthansa five three one eight good morning radar contact maintain flight level two nine zero direct odina ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_184.wav,speedway three four six nine contact milan one three four five two ,"Switching to the mentioned frequency, thank you.",Speed Adjustment
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_053.wav,airfrans three two six one radar contact climb flight level two nine zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_243.wav,lufthansa four four one six good morning ah radar contact maintain flight level two nine zero your destination ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_044.wav,good day to you emirates eight one radar contact maintain flight level three three zero proceed via trasadingen zurich east fusse ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_145.wav,lufthansa triple five zero own navigation fribourg ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_002.wav,lufthansa five three one eight direct odina ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_073.wav,emirates eight one further contact milan on ah correction milan one three four five two bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_199.wav,[FRAGMENT] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_104.wav,roger your rate of climb ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_247.wav,lufthansa eight two two one contact milan one three four five two bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_266.wav,good morning alitalia four eight seven radar contact maintain flight level two nine zero trasadingen canne ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_027.wav,scandinavian six eight six contact radar one three three decimal four bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_152.wav,foxtrot sierra india contact milan one three four five two ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_166.wav,@aviva nine zero eight one contact milan one three four five two ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_089.wav,hapag lloyd one seven one good morning radar contact climb flight level two nine zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_227.wav,united six nine own navigation fusse milan one three four five two bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_003.wav,good morning transavia three eight one radar contact maintain flight level three three zero proceed via trasadingen canne ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_276.wav,delta seven six good morning descend flight level three three zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_083.wav,roger radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_281.wav,alitalia four eight five milan one three four five two bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_178.wav,united six nine roger good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_245.wav,turkish nine two five good morning squawk one zero zero five ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_014.wav,delta kilo golf good morning radar contact climb flight level three three zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_091.wav,hamburg air two five four six contact geneva one three three one five bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_218.wav,alitalia four zero one good morning radar contact maintain flight level two nine zero report your heading ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_007.wav,saudia one eight three good morning radar contact climb flight level three one zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_134.wav,~u ~s air one four descend flight level three one zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_123.wav,airfrans three five six radar contact i'll call you back with further climb ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_031.wav,<OT> and ah could you take the mike just a bit ah big further from your mouth you're really really loud </OT> ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_260.wav,alitalia four zero one heading one nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_251.wav,turkish nine two five radar contact proceed via trasadingen hochwald morok ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_195.wav,transwede one zero seven right turn by one five degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_148.wav,@aviva nine zero eight one own navigation inbound zurich east ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_211.wav,alitalia two nine two can you call in please ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_228.wav,alitalia four zero one heading one eight zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_198.wav,saudia three four one contact milan one three four five two ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_230.wav,sabena eight two six alfa turn right heading of three six zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_107.wav,hapag lloyd one seven one contact geneva one three three one five bye bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_167.wav,bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_084.wav,sabena seven eight one six own navigation direct karlsruhe ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_207.wav,alitalia one one seven good morning descend level three three zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_274.wav,turkish nine zero five set course direct hochwald ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_174.wav,~l ~t ~u seven seven five six good morning radar contact climb flight level two nine zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_161.wav,one two ah one three four five two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_275.wav,turkish nine two five turn left for hochwald ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_043.wav,sabena seven eight one six good morning squawk two seven one six ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_066.wav,lufthansa four seven two three heading zero nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_190.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_157.wav,lufthansa four three nine three contact now milan one three four five two ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_282.wav,alitalia four zero one also milan one three four five two bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_117.wav,swissair four eight eight continue present heading climb flight level three one zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_185.wav,saudia three four one own navigation fusse ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_268.wav,alitalia four eight five descend to flight le= correction maintain three one zero call you back short ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_009.wav,saudia one eight three continue heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_072.wav,hapag lloyd six five three good morning radar contact call you back with climb ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf2/zf2_01/zf2_01_192.wav,lufthansa eight two two one good morning radar contact maintain three three zero call you back with direct ,"Roger, maintaining current altitude and heading.",Radar Contact
